publication_id	user_id	title	description	pages	category	publication_date
668	263	Publication 1 of maria_kuznetsov_263	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	740	History	2025-06-12
669	263	Publication 2 of maria_kuznetsov_263	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	250	History	2025-12-02
670	264	Publication 1 of elena_ivanov_264	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	183	Education	2022-07-16
671	264	Publication 2 of elena_ivanov_264	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	155	Art	2023-08-10
672	264	Publication 3 of elena_ivanov_264	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	450	Art	2021-07-01
673	264	Publication 4 of elena_ivanov_264	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	333	Business	2025-11-26
674	265	Publication 1 of alexey_sokolova_265	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	177	Business	2022-09-11
675	266	Publication 1 of ivan_sokolova_266	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	899	Art	2026-01-12
676	266	Publication 2 of ivan_sokolova_266	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	607	Science	2025-12-25
677	266	Publication 3 of ivan_sokolova_266	"Description 3 line 1
Description 3 line 2"	301	Business	2026-01-16
678	266	Publication 4 of ivan_sokolova_266	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	392	Education	2026-01-26
679	267	Publication 1 of ivan_petrova_267	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	342	Business	2026-01-06
680	267	Publication 2 of ivan_petrova_267	"Description 2 line 1
Description 2 line 2"	570	Education	2026-01-23
681	267	Publication 3 of ivan_petrova_267	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	271	Technology	2026-01-01
682	267	Publication 4 of ivan_petrova_267	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	672	Business	2025-12-23
683	268	Publication 1 of daria_kuznetsov_268	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	534	Technology	2025-09-12
684	268	Publication 2 of daria_kuznetsov_268	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	840	Art	2025-06-14
685	268	Publication 3 of daria_kuznetsov_268	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	105	Science	2025-08-17
686	269	Publication 1 of pavel_sidorov_269	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	871	Technology	2024-09-22
687	270	Publication 1 of ivan_petrova_270	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	686	Business	2024-11-29
688	270	Publication 2 of ivan_petrova_270	"Description 2 line 1
Description 2 line 2"	126	Business	2025-05-08
689	270	Publication 3 of ivan_petrova_270	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	331	Education	2025-08-11
690	270	Publication 4 of ivan_petrova_270	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	90	Business	2025-10-14
691	271	Publication 1 of anna_morozov_271	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	681	History	2019-07-05
692	271	Publication 2 of anna_morozov_271	"Description 2 line 1
Description 2 line 2"	138	Technology	2023-05-12
693	271	Publication 3 of anna_morozov_271	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	889	Science	2018-05-10
694	271	Publication 4 of anna_morozov_271	"Description 4 line 1
Description 4 line 2"	318	History	2020-07-19
695	272	Publication 1 of anna_sidorov_272	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	609	Technology	2026-01-16
696	272	Publication 2 of anna_sidorov_272	"Description 2 line 1
Description 2 line 2"	115	Business	2025-12-12
697	272	Publication 3 of anna_sidorov_272	"Description 3 line 1
Description 3 line 2"	509	History	2026-01-11
698	272	Publication 4 of anna_sidorov_272	"Description 4 line 1
Description 4 line 2"	284	Business	2026-01-18
699	273	Publication 1 of sergey_volkova_273	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	529	Technology	2025-11-17
700	274	Publication 1 of elena_sokolova_274	"Description 1 line 1
Description 1 line 2"	693	History	2023-08-17
701	274	Publication 2 of elena_sokolova_274	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	113	History	2022-01-05
702	274	Publication 3 of elena_sokolova_274	"Description 3 line 1
Description 3 line 2"	377	Art	2024-01-22
703	274	Publication 4 of elena_sokolova_274	"Description 4 line 1
Description 4 line 2"	836	Science	2023-04-17
704	275	Publication 1 of pavel_petrova_275	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	883	Business	2026-01-31
705	275	Publication 2 of pavel_petrova_275	"Description 2 line 1
Description 2 line 2"	853	Education	2025-05-30
706	275	Publication 3 of pavel_petrova_275	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	790	Education	2020-09-29
707	276	Publication 1 of olga_volkova_276	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	97	Art	2024-06-20
708	276	Publication 2 of olga_volkova_276	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	151	History	2023-09-21
709	277	Publication 1 of alexey_volkova_277	"Description 1 line 1
Description 1 line 2"	356	Art	2025-11-11
710	278	Publication 1 of daria_ivanov_278	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	439	History	2024-11-09
711	278	Publication 2 of daria_ivanov_278	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	727	History	2026-01-18
712	279	Publication 1 of elena_sokolova_279	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	752	Business	2022-12-24
713	279	Publication 2 of elena_sokolova_279	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	228	Science	2026-01-08
714	279	Publication 3 of elena_sokolova_279	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	257	Art	2024-09-27
715	279	Publication 4 of elena_sokolova_279	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	136	Science	2025-12-11
716	280	Publication 1 of sergey_kuznetsov_280	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	741	History	2020-09-15
717	280	Publication 2 of sergey_kuznetsov_280	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	852	Art	2023-11-20
718	280	Publication 3 of sergey_kuznetsov_280	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	738	History	2023-02-25
719	281	Publication 1 of ivan_morozov_281	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	280	Education	2023-07-23
720	281	Publication 2 of ivan_morozov_281	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	527	Technology	2024-09-26
721	281	Publication 3 of ivan_morozov_281	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	476	History	2024-09-12
722	281	Publication 4 of ivan_morozov_281	"Description 4 line 1
Description 4 line 2"	626	History	2023-06-07
723	282	Publication 1 of maria_ivanov_282	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	155	Education	2023-02-19
724	282	Publication 2 of maria_ivanov_282	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	300	Technology	2024-06-12
725	282	Publication 3 of maria_ivanov_282	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	502	Education	2021-10-08
726	283	Publication 1 of daria_sokolova_283	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	406	Technology	2025-07-01
727	283	Publication 2 of daria_sokolova_283	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	671	Science	2026-01-19
728	284	Publication 1 of maria_petrova_284	"Description 1 line 1
Description 1 line 2"	684	Education	2026-01-03
729	284	Publication 2 of maria_petrova_284	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	815	Technology	2024-10-11
730	285	Publication 1 of sergey_petrova_285	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	892	Science	2025-08-18
731	285	Publication 2 of sergey_petrova_285	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	103	Science	2025-04-13
732	285	Publication 3 of sergey_petrova_285	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	704	Technology	2024-12-10
733	285	Publication 4 of sergey_petrova_285	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	155	History	2024-11-20
734	286	Publication 1 of ivan_smirnova_286	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	77	History	2025-05-21
735	286	Publication 2 of ivan_smirnova_286	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	321	Education	2024-09-25
736	287	Publication 1 of alexey_smirnova_287	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	10	Science	2023-07-25
737	287	Publication 2 of alexey_smirnova_287	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	609	Education	2024-11-21
738	288	Publication 1 of alexey_petrova_288	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	780	Business	2020-07-28
739	289	Publication 1 of nikita_volkova_289	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	14	Science	2023-11-27
740	290	Publication 1 of sergey_morozov_290	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	842	History	2023-11-26
741	291	Publication 1 of olga_ivanov_291	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	770	Science	2025-09-06
742	291	Publication 2 of olga_ivanov_291	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	249	History	2024-10-06
743	292	Publication 1 of elena_smirnova_292	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	76	Education	2023-04-24
744	293	Publication 1 of maria_smirnova_293	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	874	History	2024-12-17
745	294	Publication 1 of sergey_sokolova_294	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	555	History	2025-10-27
746	295	Publication 1 of nikita_petrova_295	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	328	Science	2019-02-12
747	295	Publication 2 of nikita_petrova_295	"Description 2 line 1
Description 2 line 2"	501	History	2025-04-21
748	295	Publication 3 of nikita_petrova_295	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	542	Technology	2018-07-21
749	295	Publication 4 of nikita_petrova_295	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	330	Business	2019-02-06
750	296	Publication 1 of sergey_ivanov_296	"Description 1 line 1
Description 1 line 2"	582	Science	2024-12-09
751	296	Publication 2 of sergey_ivanov_296	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	485	History	2025-04-05
752	296	Publication 3 of sergey_ivanov_296	"Description 3 line 1
Description 3 line 2"	22	Education	2026-01-30
753	296	Publication 4 of sergey_ivanov_296	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	596	Technology	2025-11-06
754	297	Publication 1 of daria_sokolova_297	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	329	Education	2025-04-21
755	297	Publication 2 of daria_sokolova_297	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	308	Art	2025-07-29
756	298	Publication 1 of olga_ivanov_298	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	203	Business	2024-11-14
757	299	Publication 1 of elena_volkova_299	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	234	Science	2025-07-09
758	299	Publication 2 of elena_volkova_299	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	254	History	2024-12-21
759	299	Publication 3 of elena_volkova_299	"Description 3 line 1
Description 3 line 2"	376	Science	2025-04-11
760	300	Publication 1 of sergey_smirnova_300	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	234	Art	2024-08-25
761	301	Publication 1 of pavel_sidorov_301	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	398	Business	2019-05-18
762	301	Publication 2 of pavel_sidorov_301	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	838	Art	2019-06-27
763	301	Publication 3 of pavel_sidorov_301	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	738	Science	2025-08-27
764	302	Publication 1 of pavel_smirnova_302	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	263	Science	2025-08-08
765	302	Publication 2 of pavel_smirnova_302	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	754	Science	2025-10-09
766	302	Publication 3 of pavel_smirnova_302	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	193	Art	2024-11-17
767	303	Publication 1 of sergey_sokolova_303	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	445	History	2024-08-02
768	303	Publication 2 of sergey_sokolova_303	"Description 2 line 1
Description 2 line 2"	147	Science	2024-03-19
769	303	Publication 3 of sergey_sokolova_303	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	446	History	2022-08-31
770	303	Publication 4 of sergey_sokolova_303	"Description 4 line 1
Description 4 line 2"	193	History	2023-08-19
771	304	Publication 1 of nikita_petrova_304	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	49	Education	2025-10-30
772	305	Publication 1 of nikita_kuznetsov_305	"Description 1 line 1
Description 1 line 2"	493	Business	2025-10-05
773	305	Publication 2 of nikita_kuznetsov_305	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	750	Business	2026-01-09
774	306	Publication 1 of elena_sokolova_306	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	224	History	2024-12-05
775	307	Publication 1 of nikita_sidorov_307	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	791	Business	2025-01-16
776	308	Publication 1 of ivan_ivanov_308	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	202	History	2023-12-31
777	308	Publication 2 of ivan_ivanov_308	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	116	Business	2020-12-09
778	308	Publication 3 of ivan_ivanov_308	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	37	Technology	2025-12-03
779	308	Publication 4 of ivan_ivanov_308	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	300	Technology	2021-12-15
780	309	Publication 1 of anna_sokolova_309	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	559	History	2023-02-04
781	310	Publication 1 of pavel_sidorov_310	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	466	Science	2022-05-13
782	310	Publication 2 of pavel_sidorov_310	"Description 2 line 1
Description 2 line 2"	764	Science	2023-09-17
783	310	Publication 3 of pavel_sidorov_310	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	193	Education	2023-02-01
784	310	Publication 4 of pavel_sidorov_310	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	725	Science	2025-08-01
785	311	Publication 1 of maria_kuznetsov_311	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	268	Technology	2023-05-12
786	311	Publication 2 of maria_kuznetsov_311	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	37	Science	2024-06-03
787	311	Publication 3 of maria_kuznetsov_311	"Description 3 line 1
Description 3 line 2"	266	Science	2025-11-29
788	311	Publication 4 of maria_kuznetsov_311	"Description 4 line 1
Description 4 line 2"	571	Business	2020-04-12
789	312	Publication 1 of olga_sokolova_312	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	182	Science	2020-12-07
790	313	Publication 1 of maria_sidorov_313	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	462	Business	2026-01-08
791	313	Publication 2 of maria_sidorov_313	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	795	Technology	2022-04-13
792	314	Publication 1 of pavel_petrova_314	"Description 1 line 1
Description 1 line 2"	826	Business	2024-08-14
793	315	Publication 1 of daria_petrova_315	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	133	Technology	2025-02-13
794	315	Publication 2 of daria_petrova_315	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	341	Technology	2022-10-25
795	316	Publication 1 of ivan_morozov_316	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	267	Science	2024-09-15
796	317	Publication 1 of daria_sidorov_317	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	533	Business	2020-09-21
797	317	Publication 2 of daria_sidorov_317	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	785	Technology	2022-07-29
798	317	Publication 3 of daria_sidorov_317	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	393	History	2020-11-09
799	317	Publication 4 of daria_sidorov_317	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	667	Science	2023-04-17
800	318	Publication 1 of sergey_volkova_318	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	220	Education	2024-01-15
801	319	Publication 1 of pavel_smirnova_319	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	219	Technology	2023-04-22
802	319	Publication 2 of pavel_smirnova_319	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	529	Science	2022-10-16
803	319	Publication 3 of pavel_smirnova_319	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	320	Art	2024-08-31
804	320	Publication 1 of pavel_kuznetsov_320	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	527	Education	2023-02-18
805	320	Publication 2 of pavel_kuznetsov_320	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	447	Science	2023-10-04
806	320	Publication 3 of pavel_kuznetsov_320	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	474	Art	2022-04-06
807	320	Publication 4 of pavel_kuznetsov_320	"Description 4 line 1
Description 4 line 2"	23	Education	2023-02-07
808	321	Publication 1 of daria_morozov_321	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	271	Business	2023-11-29
809	321	Publication 2 of daria_morozov_321	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	258	History	2024-02-20
810	321	Publication 3 of daria_morozov_321	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	707	Technology	2022-05-18
811	321	Publication 4 of daria_morozov_321	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	22	Science	2023-08-11
812	322	Publication 1 of daria_morozov_322	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	522	Education	2025-10-04
813	322	Publication 2 of daria_morozov_322	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	285	Business	2025-08-23
814	323	Publication 1 of maria_ivanov_323	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	393	Technology	2023-09-17
815	324	Publication 1 of olga_petrova_324	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	838	Technology	2024-12-02
816	324	Publication 2 of olga_petrova_324	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	97	History	2025-01-31
817	325	Publication 1 of ivan_smirnova_325	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	779	Science	2023-06-20
818	326	Publication 1 of anna_smirnova_326	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	332	Technology	2023-07-13
819	326	Publication 2 of anna_smirnova_326	"Description 2 line 1
Description 2 line 2"	477	Business	2022-02-17
820	326	Publication 3 of anna_smirnova_326	"Description 3 line 1
Description 3 line 2"	899	Education	2022-08-02
821	327	Publication 1 of nikita_sokolova_327	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	27	Business	2025-10-29
822	327	Publication 2 of nikita_sokolova_327	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	704	History	2025-12-12
823	327	Publication 3 of nikita_sokolova_327	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	310	Education	2025-11-09
824	327	Publication 4 of nikita_sokolova_327	"Description 4 line 1
Description 4 line 2"	140	History	2025-10-30
825	328	Publication 1 of alexey_sokolova_328	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	781	Business	2026-01-13
826	328	Publication 2 of alexey_sokolova_328	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	742	Science	2023-07-04
827	328	Publication 3 of alexey_sokolova_328	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	691	History	2023-11-26
828	328	Publication 4 of alexey_sokolova_328	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	102	Business	2023-09-11
829	329	Publication 1 of elena_petrova_329	"Description 1 line 1
Description 1 line 2"	358	Business	2025-07-07
830	329	Publication 2 of elena_petrova_329	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	140	Art	2025-03-02
831	329	Publication 3 of elena_petrova_329	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	799	Art	2023-12-24
832	329	Publication 4 of elena_petrova_329	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	119	History	2025-08-28
833	330	Publication 1 of nikita_sidorov_330	"Description 1 line 1
Description 1 line 2"	290	Business	2022-02-08
834	330	Publication 2 of nikita_sidorov_330	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	70	Art	2025-10-26
835	330	Publication 3 of nikita_sidorov_330	"Description 3 line 1
Description 3 line 2"	896	Technology	2022-03-02
836	330	Publication 4 of nikita_sidorov_330	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	442	Business	2025-12-02
837	331	Publication 1 of daria_petrova_331	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	601	Technology	2025-02-07
838	331	Publication 2 of daria_petrova_331	"Description 2 line 1
Description 2 line 2"	380	Business	2023-08-26
839	332	Publication 1 of daria_morozov_332	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	162	Business	2023-11-16
840	333	Publication 1 of anna_smirnova_333	"Description 1 line 1
Description 1 line 2"	132	Science	2025-04-23
841	333	Publication 2 of anna_smirnova_333	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	666	Business	2023-09-17
842	334	Publication 1 of elena_sokolova_334	"Description 1 line 1
Description 1 line 2"	343	Science	2026-01-21
843	335	Publication 1 of olga_morozov_335	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	829	Art	2018-12-08
844	335	Publication 2 of olga_morozov_335	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	598	Technology	2019-08-07
845	335	Publication 3 of olga_morozov_335	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	881	Science	2025-07-16
846	335	Publication 4 of olga_morozov_335	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	382	Education	2019-03-03
847	336	Publication 1 of ivan_smirnova_336	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	714	Science	2025-11-28
848	336	Publication 2 of ivan_smirnova_336	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	47	Technology	2025-12-13
849	336	Publication 3 of ivan_smirnova_336	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	294	Technology	2020-02-09
850	337	Publication 1 of alexey_kuznetsov_337	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	82	Business	2024-07-10
851	337	Publication 2 of alexey_kuznetsov_337	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	439	Technology	2023-10-16
852	338	Publication 1 of daria_ivanov_338	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	806	Art	2021-06-22
853	338	Publication 2 of daria_ivanov_338	"Description 2 line 1
Description 2 line 2"	396	Technology	2021-08-05
854	338	Publication 3 of daria_ivanov_338	"Description 3 line 1
Description 3 line 2"	189	Education	2022-11-24
855	339	Publication 1 of sergey_petrova_339	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	195	Art	2025-01-02
856	339	Publication 2 of sergey_petrova_339	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	683	Technology	2026-01-26
857	339	Publication 3 of sergey_petrova_339	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	704	Education	2022-09-18
858	340	Publication 1 of sergey_volkova_340	"Description 1 line 1
Description 1 line 2"	88	Business	2024-10-31
859	340	Publication 2 of sergey_volkova_340	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	599	Science	2024-04-21
860	340	Publication 3 of sergey_volkova_340	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	501	History	2023-11-14
861	341	Publication 1 of alexey_petrova_341	"Description 1 line 1
Description 1 line 2"	631	History	2018-03-27
862	341	Publication 2 of alexey_petrova_341	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	517	History	2020-01-17
863	342	Publication 1 of nikita_smirnova_342	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	232	Art	2024-09-26
864	342	Publication 2 of nikita_smirnova_342	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	642	History	2025-02-06
865	342	Publication 3 of nikita_smirnova_342	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	372	Science	2019-12-19
866	343	Publication 1 of olga_morozov_343	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	430	Science	2023-08-14
867	343	Publication 2 of olga_morozov_343	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	797	Business	2023-07-26
868	343	Publication 3 of olga_morozov_343	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	316	Art	2020-11-26
869	343	Publication 4 of olga_morozov_343	"Description 4 line 1
Description 4 line 2"	459	Business	2022-11-26
870	344	Publication 1 of nikita_morozov_344	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	414	History	2022-08-25
871	344	Publication 2 of nikita_morozov_344	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	692	Technology	2023-11-20
872	345	Publication 1 of anna_morozov_345	"Description 1 line 1
Description 1 line 2"	139	Technology	2025-01-29
873	345	Publication 2 of anna_morozov_345	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	306	Art	2025-02-18
874	346	Publication 1 of pavel_sidorov_346	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	727	Technology	2024-07-09
875	346	Publication 2 of pavel_sidorov_346	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	203	Education	2025-08-08
